Item #,Type,Description,Dimensions,Qty,Unit Wt (lb/ft),Total Wt (lb),Material
672,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
673,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
674,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
675,Sheet Metal - Parts,"Part - 31.5""x60.0"" (16ga)",16ga,1,,32.05,Galvanized Steel
676,Sheet Metal - Parts,"Part - 31.5""x12.0"" (16ga)",16ga,1,,6.41,Galvanized Steel
677,Sheet Metal - Parts,"Part - 3.8""x24.0"" (16ga)",16ga,1,,1.53,Galvanized Steel
678,Sheet Metal - Parts,"Part - 3.8""x24.0"" (16ga)",16ga,1,,1.53,Galvanized Steel
679,Glazing,"Glazing - 24.0""x24.0""",,1,,,Plexiglass
680,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
681,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
682,Sheet Metal - Parts,"Part - 31.5""x60.0"" (16ga)",16ga,1,,32.05,Galvanized Steel
683,Sheet Metal - Parts,"Part - 31.5""x12.0"" (16ga)",16ga,1,,6.41,Galvanized Steel
684,Sheet Metal - Parts,"Part - 3.8""x24.0"" (16ga)",16ga,1,,1.53,Galvanized Steel
685,Sheet Metal - Parts,"Part - 3.8""x24.0"" (16ga)",16ga,1,,1.53,Galvanized Steel
686,Glazing,"Glazing - 24.0""x24.0""",,1,,,Plexiglass
687,Sheet Metal,"Sheet Metal Panel - 31.5""x48.0"" (16ga)",16ga,1,,25.64,Galvanized Steel
688,Sheet Metal,"Sheet Metal Panel - 31.5""x48.0"" (16ga)",16ga,1,,25.64,Galvanized Steel
689,Sheet Metal,"Sheet Metal Panel - 31.5""x48.0"" (16ga)",16ga,1,,25.64,Galvanized Steel
690,Sheet Metal,"Sheet Metal Panel - 31.5""x48.0"" (16ga)",16ga,1,,25.64,Galvanized Steel
691,Sheet Metal,"Sheet Metal Panel - 31.5""x48.0"" (16ga)",16ga,1,,25.64,Galvanized Steel
692,Sheet Metal,"Sheet Metal Panel - 31.5""x48.0"" (16ga)",16ga,1,,25.64,Galvanized Steel
693,Sheet Metal,"Sheet Metal Panel - 31.5""x48.0"" (16ga)",16ga,1,,25.64,Galvanized Steel
694,Sheet Metal,"Sheet Metal Panel - 31.5""x48.0"" (16ga)",16ga,1,,25.64,Galvanized Steel
695,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
696,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
697,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
698,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
699,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
700,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
701,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
702,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
703,Sheet Metal,"Sheet Metal Panel - 32.0""x96.0"" (16ga)",16ga,1,,52.10,Galvanized Steel
704,Sheet Metal,"Sheet Metal Panel - 32.0""x96.0"" (16ga)",16ga,1,,52.10,Galvanized Steel
705,Sheet Metal,"Sheet Metal Panel - 32.0""x96.0"" (16ga)",16ga,1,,52.10,Galvanized Steel
706,Sheet Metal,"Sheet Metal Panel - 32.0""x48.0"" (16ga)",16ga,1,,26.05,Galvanized Steel
707,Sheet Metal,"Sheet Metal Panel - 32.0""x48.0"" (16ga)",16ga,1,,26.05,Galvanized Steel
708,Sheet Metal,"Sheet Metal Panel - 32.0""x48.0"" (16ga)",16ga,1,,26.05,Galvanized Steel
709,Sheet Metal,"Sheet Metal Panel - 32.0""x96.0"" (16ga)",16ga,1,,52.10,Galvanized Steel
710,Sheet Metal,"Sheet Metal Panel - 32.0""x96.0"" (16ga)",16ga,1,,52.10,Galvanized Steel
711,Sheet Metal,"Sheet Metal Panel - 32.0""x96.0"" (16ga)",16ga,1,,52.10,Galvanized Steel
712,Sheet Metal,"Sheet Metal Panel - 32.0""x48.0"" (16ga)",16ga,1,,26.05,Galvanized Steel
713,Sheet Metal,"Sheet Metal Panel - 32.0""x48.0"" (16ga)",16ga,1,,26.05,Galvanized Steel
714,Sheet Metal,"Sheet Metal Panel - 32.0""x48.0"" (16ga)",16ga,1,,26.05,Galvanized Steel
715,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
716,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
717,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
718,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
719,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
720,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
721,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
722,Sheet Metal,"Sheet Metal Panel - 31.5""x96.0"" (16ga)",16ga,1,,51.28,Galvanized Steel
723,MEP - Ductwork,Rectangular Duct - Straight,"72.0""W x 36.0""H, L: 24.0""",1,,,
724,MEP - Ductwork,Rectangular Duct - Elbow,"36.0""W x 72.0""H",1,,,
725,MEP - Ductwork,Rectangular Duct - Elbow,"72.0""W x 36.0""H",1,,,
726,MEP - Ductwork,Rectangular Duct - Straight,"72.0""W x 36.0""H, L: 120.0""",1,,,
727,MEP - Ductwork,Rectangular Duct - Elbow,"36.0""W x 72.0""H",1,,,
728,MEP - Ductwork,Rectangular Duct - Straight,"72.0""W x 36.0""H, L: 32.0""",1,,,
729,MEP - Ductwork,Rectangular Duct - Straight,"72.0""W x 36.0""H, L: 40.0""",1,,,
730,MEP - Ductwork,Rectangular Duct - Straight,"72.0""W x 36.0""H, L: 72.0""",1,,,
731,MEP - Ductwork,Round Duct - Straight,"18.0"" Dia, L: 18.0""",1,,,
732,MEP - Ductwork,Round Duct - Straight,"18.0"" Dia, L: 30.0""",1,,,
733,MEP - Ductwork,Round Duct - Elbow,"18.0"" Dia",1,,,
734,MEP - Ductwork,Round Duct - Straight,"18.0"" Dia, L: 12.0""",1,,,
735,MEP - Ductwork,Round Duct - Straight,"18.0"" Dia, L: 60.0""",1,,,
736,MEP - Ductwork,Round Duct - Elbow,"18.0"" Dia",1,,,
737,Sheet Metal,"Sheet Metal Panel - 24.0""x57.0"" (16ga)",16ga,1,,23.20,Galvanized Steel
738,Sheet Metal,"Sheet Metal Panel - 24.0""x57.0"" (16ga)",16ga,1,,23.20,Galvanized Steel
739,Sheet Metal,"Sheet Metal Panel - 24.0""x57.0"" (16ga)",16ga,1,,23.20,Galvanized Steel
740,Sheet Metal,"Sheet Metal Panel - 24.0""x57.0"" (16ga)",16ga,1,,23.20,Galvanized Steel
741,Sheet Metal,"Sheet Metal Panel - 24.0""x48.0"" (16ga)",16ga,1,,19.54,Galvanized Steel
742,Sheet Metal,"Sheet Metal Panel - 24.0""x48.0"" (16ga)",16ga,1,,19.54,Galvanized Steel
743,Sheet Metal,"Sheet Metal Panel - 24.0""x57.0"" (16ga)",16ga,1,,23.20,Galvanized Steel
744,Sheet Metal,"Sheet Metal Panel - 24.0""x57.0"" (16ga)",16ga,1,,23.20,Galvanized Steel
745,Sheet Metal,"Sheet Metal Panel - 24.0""x57.0"" (16ga)",16ga,1,,23.20,Galvanized Steel
746,Sheet Metal,"Sheet Metal Panel - 24.0""x57.0"" (16ga)",16ga,1,,23.20,Galvanized Steel
747,Sheet Metal,"Sheet Metal Panel - 24.0""x48.0"" (16ga)",16ga,1,,19.54,Galvanized Steel
748,Sheet Metal,"Sheet Metal Panel - 24.0""x48.0"" (16ga)",16ga,1,,19.54,Galvanized Steel
